ID,Название,Авторы,Издатель,Год выпуска,Платформа,Жанр,Дата выхода,Графика,Музыка,Язык интерфейса,Описание,Имя файла 1,Описание файла 1,Имя файла 2,Описание файла 2,Имя файла 3,Описание файла 3,Имя файла 4,Описание файла 4,Имя файла 5,Описание файла 5,Скриншот 1,Скриншот 2,Скриншот 3,Скриншот 4,Скриншот 5,Скриншот 6,Скриншот 7,Скриншот 8,Скриншот 9,Скриншот 10,Скриншот 11,Скриншот 12,Ссылка на страницу,Дата добавления,Видео,Исходники,ГитХаб,Демопати,Компо,Место
3000182,CC2020 Invitation,"Насыров Дамир (Damir Nasyroff/Adam Bazaroff), Мачуговский А. (Manwe/SandS)",Excess Team,2020,БК0011М,invitation,february 2020,,Manwe/SandS,Английский,"Качественная демка, впервые показанная на ""CC 2020 winter"" Adam Bazaroff/Excess team Manwe/SandS 2020 Original soundtrack: Romulus 3 by Romolo ""Rom"" Di Prisco 3rd at Chaos Constructions Winter 2020",bk_demo_cc2020.zip,,,,,,,,,,00084927.png,1624884098_screenshot.png,,,,,,,,,,,https://www.pouet.net/prod.php?which=84927,17.02.26,https://www.youtube.com/watch?v=muxZMYryBmU,,,Chaos Constructions Winter 2020,combined demo/intro,3
3000184,BK has U,Дмитрий Крапивин (Dmitry Krapivin/g0blinish),g0blinish,2020,БК0010 (11М),256b,january 2020,,,,Демка для БК0010 Дмитрий Крапивин (Dmitry Krapivin) g0blinish 2020 2nd at DiHalt Lite 2020,bk_has_u.zip,,bkhasu.zip,,,,,,,,00084510.png,1624884746_mx.png,,,,,,,,,,,https://www.pouet.net/prod.php?which=84510,17.02.26,,В архиве,,DiHALT Winter 2020,lowend intro,2
3000183,HNY2020,"Насыров Дамир (Damir Nasyroff/Adam Bazaroff), n1k-o",Excess Team,2020,БК0010 (11М),16k,january 2020,,,,,hny2020.zip,,,,,,,,,,00084525.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=84525,17.02.26,https://www.youtube.com/watch?v=mQP_89fKCzU,,,DiHALT Winter 2020,alternative demo,3
48319,HAPPY NEW YEAR 2020,"Насыров Дамир (Damir Nasyroff/Adam Bazaroff), Excess team, N1k-O",Excess Team,2020,БК0011М,demo,2020,,N1k-O,Английский,Новогоднее скроллинговое демо Adam Bazaroff/Excess team N1k-O 2020 3rd at DiHalt Lite 2020,hny2020.zip,,,,,,,,,,1624885319_screen.png,,,,,,,,,,,,https://r-games.net/48319-happy-new-year-2020.html,,,,,,,
3000185,retro,Дмитрий Крапивин (Dmitry Krapivin/g0blinish),g0blinish,2019,БК0010 (11М),256b,november 2019,,,,,256b_retro_bk0010_.zip,,,,,,,,,,00083696.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=83696,17.02.26,,В архиве,,Demosplash 2019,oldskool demo,6
3000191,BKscope,Stanislav Maslovski (s_i_m),FORTRAN LOVERS,2019,БК0010 (11М),256b,october 2019,,,,,bkscope.zip,,,,,,,,,,00083602.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=83602,17.02.26,https://www.youtube.com/watch?v=kKNLzVCSK-U,,,CAFe 2019,BK intro,4
3000186,COKOBAH-2019,Щербаковский Сергей (mdk),,2019,БК0010 (11М),game,october 2019,,,,,sokoban_2019.zip,,,,,,,,,,00083684.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=83684,17.02.26,,,,CAFe 2019,gamedev,7
3000189,Democracy,,Hacktivists,2019,БК0010 (11М),512b,october 2019,,,,,democracy.zip,,,,,,,,,,00083604.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=83604,17.02.26,https://www.youtube.com/watch?v=vKmI_6LlHAM,В архиве,,CAFe 2019,BK intro,9
3000195,Fractal Blur,Мачуговский А. (Manwe/SandS),"SandS, Strogino PC",2019,БК0010 (11М),512b,october 2019,,,,,manwe-frblur.zip,,,,,,,,,,00083525.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=83525,17.02.26,https://www.youtube.com/watch?v=dtgKgK8eUm4&t=146,В архиве,,CAFe 2019,BK intro,6
3000188,just spectrum,fyrex & kael,Mayhem,2019,БК0010 (11М),512b,october 2019,,,,,mhm_just_spectrum.zip,,,,,,,,,,00083619.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=83619,17.02.26,https://www.youtube.com/watch?v=k-u5gZvpxzM,В архиве,,CAFe 2019,BK intro,3
3000197,Maze,Мачуговский А. (Manwe/SandS),"SandS, Strogino PC",2019,БК0010 (11М),512b,october 2019,,,,,manwe-maze.zip,,,,,,,,,,00083523.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=83523,17.02.26,https://www.youtube.com/watch?v=dtgKgK8eUm4&t=0,В архиве,,CAFe 2019,BK intro,7
3000196,Metaballs,Мачуговский А. (Manwe/SandS),"SandS, Strogino PC",2019,БК0010 (11М),512b,october 2019,,,,,metaballs.zip,,,,,,,,,,00083524.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=83524,17.02.26,https://www.youtube.com/watch?v=dtgKgK8eUm4&t=78,В архиве,,CAFe 2019,BK intro,1
3000194,Minsky Circle,Дмитрий Крапивин (Dmitry Krapivin/g0blinish),g0blinish,2019,БК0010 (11М),256b,october 2019,,,,,minsky_circle.zip,,,,,,,,,,00083554.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=83554,17.02.26,https://www.youtube.com/watch?v=bNAsNShALtU,,,CAFe 2019,BK intro,8
3000193,sp,Дмитрий Крапивин (Dmitry Krapivin/g0blinish),g0blinish,2019,БК0010 (11М),256b,october 2019,,,,,sp.zip,,,,,,,,,,00083555.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=83555,17.02.26,https://www.youtube.com/watch?v=2ruzRHTtgXw,,,CAFe 2019,BK intro,4
3000187,Stop The Express,Nikita Zeemin (nzeemin),,2019,БК0010 (11М),game,october 2019,,,,,stop_the_express_pod_bk_0010__wip_.zip,,,,,,,,,,00083622.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=83622,17.02.26,https://www.youtube.com/watch?v=9KMgSoCDFYo,,,CAFe 2019,gravedigger,3
3000192,Yarn,PCAT,,2019,БК0010 (11М),512b,october 2019,,,,,yarn.zip,,,,,,,,,,00083601.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=83601,17.02.26,https://www.youtube.com/watch?v=14dRFse27t8,,,CAFe 2019,BK intro,2
3000190,Zalipuha,NiOl,,2019,БК0010 (11М),512b,october 2019,,,,,zalipuha.zip,,,,,,,,,,00083603.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=83603,17.02.26,https://youtu.be/kynQkx-SNR4,,,CAFe 2019,BK intro,5
3000198,BKvaders,Дмитрий Крапивин (Dmitry Krapivin/g0blinish),g0blinish,2019,БК0010 (11М),256b,may 2019,,,,,bkv.ZIP,,,,,,,,,,00081305.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=81305,17.02.26,,В архиве,,,,
3000201,256 carpets,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),"Excess Team, CAFeCREW",2019,БК0011М,256b,january 2019,,,,256-байтная демка для БК Damir Nasyrov aka Adam Bazaroff Excess Team / CAFeCREW 2019 1st at DiHalt Lite 2019,adam_bazaroff-256_carpets.zip,,256carpets.zip,,,,,,,,00079767.png,1622209218_256carpets_preview.png,,,,,,,,,,,https://www.pouet.net/prod.php?which=79767,17.02.26,https://www.youtube.com/watch?v=nweQUh_8rqc,,,DiHALT Winter 2019,combined 256b,1
3000199,CAFePARTY 256b invitro,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),Excess Team,2019,БК0010 (11М),invitation,january 2019,,,,,cafelogo_256b_for_bk0011m.zip,,,,,,,,,,00080053.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=80053,17.02.26,https://www.youtube.com/watch?v=SbJdLDPqRzY,,,Synchrony 2019,combined 256b,1
3000200,Road2CAFe,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),Excess Team,2019,БК0010 (11М),invitation,january 2019,,,,,road2cafe.zip,,,,,,,,,,00080030.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=80030,17.02.26,https://www.youtube.com/watch?v=gIO6rFyvkQs,,,Skeneklubi 2019,oldskool demo,2
48309,CAFELOGO256,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),"Excess Team, CAFeCREW",2019,БК0011М,demo,2019,,,,256-байтная демка для БК 256-байтная демка для БК Damir Nasyrov aka Adam Bazaroff Excess Team / CAFeCREW 2019 1st at Synchrony 2019,cafelogo256b.zip,,,,,,,,,,1622208757_cafelogo256.png,,,,,,,,,,,,https://r-games.net/48309-cafelogo256.html,,,В архиве,,,,
48241,GOOD APPLE (BAD APPLE REMIX),"Ivanq, Мачуговский А. (Manwe/SandS), Masayoshi Minoshima",the SandS,2018,БК0011М,demo,august 2018,Manwe,Masayoshi Minoshima,Английский,Супер ремикс на демо Bad Apple!! Больше наушников Больше цветов Больше эффектов Лучше синхронизация (даже лучше чем в оригинале),sands-goodapple.zip,,,,,,,,,,1537767973_1.png,1537767971_2.png,1537768007_3.png,1537767969_4.png,1537767921_5.png,1537767933_6.png,,,,,,,https://www.pouet.net/prod.php?which=78066,17.02.26,https://www.youtube.com/watch?v=8Q1vN51o-Dg,,,Chaos Constructions 2018,combined demo,2
3000204,4 colors are enough!,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),"Excess Team, CAFeCREW",2018,БК0010 (11М),256b,april 2018,,,,256-байтная демка для БК Adam Bazaroff / Damir Nasyri Excess team / CAFeCREW 2018 fixed of Manwe (Добавлена возможность запустить с диска),4_colors_are_enough%21.zip,,256b-bk0010-4_colors_are_enough.zip,,,,,,,,00075940.jpg,1622207807_256bscreen.png,,,,,,,,,,,https://www.pouet.net/prod.php?which=75940,17.02.26,https://www.youtube.com/watch?v=95m3XANqi9c,,,Multimatograf 2018,combined 256b,4
3000203,Bad Apple,"Lasoft (Alexander Lyovin), Насыров Дамир (Damir Nasyroff/Adam Bazaroff), Мачуговский А. (Manwe/SandS)","Excess Team, SandS",2018,БК0011М,wild,april 2018,,,,Шикарная демка от группы Excess team,bad_apple_bk.zip,,,,,,,,,,00076056.gif,1531386222_1.png,1531386213_2.png,1531386189_3.png,1531386142_4.png,,,,,,,,https://www.pouet.net/prod.php?which=76056,17.02.26,https://www.youtube.com/watch?v=u_pdp1QSp70,,,Multimatograf 2018,animation,1
3000205,In Your Space sound demo,"Мачуговский А. (Manwe/SandS), Lasoft (Alexander Lyovin)","Strogino PC, Excess Team",2018,БК0010 (11М),64k,april 2018,,,,,inyourspace.zip,,,,,,,,,,00075938.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=75938,17.02.26,https://www.youtube.com/watch?v=tZtv2yqv4hA,В архиве,,Multimatograf 2018,8bit demo,4
48282,ОДНАЖДЫ,"Насыров Дамир (Damir Nasyroff/Adam Bazaroff), Lasoft (Alexander Lyovin), N1k-O",Excess Team,2018,БК0011М,demo,january 2018,Adam Bazaroff,"Nik-O, Lasoft",,Демо ОДНАЖДЫ,odnazhdy.zip,,excess_team-odnazhdy_party_version.zip,,,,,,,,1584601399_1.png,1584601423_2.png,1584601447_3.png,1584601418_4.png,,,,,,,,,https://www.pouet.net/prod.php?which=73234,17.02.26,http://www.youtube.com/watch?v=2q84BVT7TQc,,,DiHALT Winter 2018,oldskool demo,2
3000207,e-Bun. ЭлектроБулка,"Насыров Дамир (Damir Nasyroff/Adam Bazaroff), Lasoft (Alexander Lyovin), N1k-O",Excess Team,2017,БК0011М,demo,january 2017,Adam Bazaroff,"Lasoft, Nik-O","Русский, Английский",Крутая демка от группы Excess Team,excess_team-e_bun_party_version.zip,,,,,,,,,,00068705.png,1584451138_1.png,1584451145_2.png,1584451135_3.png,1584451098_4.png,1584451095_5.png,,,,,,,https://www.pouet.net/prod.php?which=68705,17.02.26,https://www.youtube.com/watch?v=9_cTPbx5KVA,,,DiHALT Winter 2017,8bit demo,1
3000208,Bomberman: Тест Милены,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),Adam Bazaroff,2015,БК0010 (11М),game,july 2015,,,,,adam_bazaroff-bomberman._milena%27s_test.zip,,,,,,,,,,00065951.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=65951,17.02.26,https://www.youtube.com/watch?v=FxaNwNbgZ4E,,,DiHALT Summer 2015,wild demo,1
107,CAT MEGADEMO,Стас Коровин,SKcorp,1999,БК0011М,demo,august 1999,,,,Демонстрация графических возможностей БК0011(М) Стас Коровин SKcorp 1999 1st at CAFe 1999,demobk0011.zip,,cat.zip,,,,,,,,1395995165_r-games.net_2.png,1395995220_r-games.net_3.png,1395995205_r-games.net_4.png,1395995164_r-games.net_5.png,1395995225_r-games.net_6.png,,,,,,,,https://www.pouet.net/prod.php?which=15914,17.02.26,,,,CAFe 1999,BK demo,1
21113,FX!,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),ADAM SOFTWARE,1999,БК0010 (11М),4k,august 1999,,,,Демонстрация возможностей БК Насыров Дамир (Damir Nasyroff) ADAM SOFTWARE 1999 4th at CAFe 1999,fx_cafe99_4k.zip,,bk4k.zip,,,,,,,,1321347283_1.jpg,1321347239_2.jpg,,,,,,,,,,,https://www.pouet.net/prod.php?which=16147,17.02.26,,,,CAFe 1999,BK intro,4
3000211,POORGUY! (BK),,Excess Team,1999,БК0010 (11М),4k,august 1999,,,,,bk4k.zip,,,,,,,,,,00016148.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=16148,17.02.26,https://www.youtube.com/watch?v=JApUaI6Ncqw,,,CAFe 1999,BK intro,3
3000214,Ray Dreams,UnReal,Maxi Graphics Computer,1999,БК0011М,demo,august 1999,,,,Качественное демо для БК0011М Качественное демо для БК0011М UnReal 2nd at CAFe 1999,ray.zip,,ray.7z,,,,,,,,00015911.png,1395899284_r-games.net_1.png,1395899291_r-games.net_2.png,1395899274_r-games.net_3.png,1395899277_r-games.net_4.png,1395899348_r-games.net_5.png,1395899325_r-games.net_6.png,1395899342_r-games.net_7.png,1395899265_r-games.net_8.png,,,,https://www.pouet.net/prod.php?which=15911,17.02.26,http://www.youtube.com/watch?v=4nF81Ge6-ho,,,CAFe 1999,BK demo,2
3000210,Red Bird,Стас Коровин,SKcorp,1999,БК0010 (11М),4k,august 1999,,,,,bk4k.zip,,red_bird_cafe99_4k.zip,,,,,,,,00016149.png,1321350739_1.jpg,1321350800_2.jpg,1321350792_3.jpg,,,,,,,,,https://www.pouet.net/prod.php?which=16149,17.02.26,,,,CAFe 1999,BK intro,2
3000209,Welcome to Cafe'99,,,1999,БК0010 (11М),4k,august 1999,,,,,bk4k.zip,,,,,,,,,,00016150.png,1321350198_1.jpg,1321350240_2.jpg,,,,,,,,,,https://www.pouet.net/prod.php?which=16150,17.02.26,,,,CAFe 1999,BK intro,1
3000215,Omega Tracker,,Mega Best Software,1998,БК0010 (11М),demotool,1998,,,,,BK0011-Omega-Tracker.zip,,,,,,,,,,00083926.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=83926,17.02.26,https://youtu.be/_iZSWrs6iKs,,,,,
3000218,Cindy-2,Мачуговский А. (Manwe/SandS),Strogino PC,1997,БК0010 (11М),4k,august 1997,,,,Демонстрационная программа для конкурса БКмания'97 Мачуговский А. STROGINO PC 4th at BK-Mania 1997,cindy2.zip,,,,,,,,,,00015901.png,1396426587_r-games.net_1.png,1396426618_r-games.net_2.png,1396426622_r-games.net_3.png,,,,,,,,,https://www.pouet.net/prod.php?which=15901,17.02.26,,,,BK-Mania 1997,BK intro,4
3000222,DISCO CLUB & TECHNOLOGICAL DREAMS MEGADEMO (БК0011М),,Mega Best Software,1997,БК0011М,demo,august 1997,,,,Демонстрация графических возможностей БК0011М. MEGA BEST SOFTWARE 1997,tdr.rar,,discoclubtdream.zip,,,,,,,,00015891.png,1626859971_1.png,1395915267_r-games.net_4.png,1395915234_r-games.net_5.png,1395915233_r-games.net_6.png,1395915263_r-games.net_7.png,,,,,,,https://www.pouet.net/prod.php?which=15891,17.02.26,,,,BK-Mania 1997,BK demo,2
177,JAM,"Пырков А., Тимофеев Андрей (TERRA Software), CD inc",,1997,БК0011М,demo,august 1997,,,,"Демонстрационная программа, написана специально для конкурса БК-МАНИЯ 97 Пырков А., Тимофеев Андрей (TERRA Software), CD inc 1997",jam.zip,,,,,,,,,,1395736659_r-games.net_1.png,1395736654_r-games.net_2.png,1395736650_r-games.net_3.png,1395736663_r-games.net_4.png,1395736656_r-games.net_5.png,,,,,,,,https://www.pouet.net/prod.php?which=90060,17.02.26,,,,BK-Mania 1997,BK demo,not shown
3000221,Miracle,МиР corp.,MiR Corporation,1997,БК0010 (11М),4k,august 1997,,,,Демонстрация возможностей БК Демонстрация возможностей БК МиР corp. 1997 1st at BK-Mania 1997,miraclebk.zip,,,,,,,,,,00015898.png,1396428421_r-games.net_1.png,1396428464_r-games.net_2.png,1396428412_r-games.net_3.png,1396428439_r-games.net_4.png,1396428476_r-games.net_5.png,1396428416_r-games.net_6.png,,,,,,https://www.pouet.net/prod.php?which=15898,17.02.26,https://www.youtube.com/watch?v=Zc5IkV6xM-E,,,BK-Mania 1997,BK intro,1
85,MORF!,МиР corp.,MiR Corporation,1997,БК0011М,4k,august 1997,,,,Красивая демка. Из шариков складываются всевозможные фигуры. МиР corp. 2nd at BK-Mania 1997,morfbk.zip,,,,,,,,,,1396426181_r-games.net_6.png,1396426166_r-games.net_1.png,1396426135_r-games.net_2.png,1396426102_r-games.net_3.png,1396426188_r-games.net_4.png,,,,,,,,https://www.pouet.net/prod.php?which=15900,17.02.26,,,,BK-Mania 1997,BK intro,2
3000220,Space 4k,,,1997,БК0010 (11М),4k,august 1997,,,,"Описание частей демки: 1. Летит Пятый Космический Флот неизвестно кого, непонятно куда, но с агрессивными намерениями; 2. Надпись ""SPACE""; 3. 4 стихии: огонь, вода, земля, воздух; жизнь есть борьба; 4. Зона перехода; 5. Вспышка новой звезды; 6. Вращается голубая планета (возможно, Земля)",spacebk.zip,,,,,,,,,,00015899.png,1396273313_r-games.net_1.png,1396273332_r-games.net_2.png,1396273375_r-games.net_3.png,1396273367_r-games.net_4.png,1396273322_r-games.net_5.png,,,,,,,https://www.pouet.net/prod.php?which=15899,17.02.26,,,,BK-Mania 1997,BK intro,3
3000223,Technological Dreams,,Mega Best Software,1997,БК0010 (11М),demo,august 1997,,,,,technological_dreams.img,,,,,,,,,,00015890.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=15890,17.02.26,http://www.youtube.com/watch?v=rlpo9wcN8kc,,,BK-Mania 1997,BK demo,1
3000217,Tolkien,Романович,LXE,1997,БК0010 (11М),4k,august 1997,,,,,tolkien.zip,,,,,,,,,,00015902.png,1396272218_r-games.net_1.png,1396272155_r-games.net_2.png,1396272215_r-games.net_3.png,1396272234_r-games.net_4.png,1396272169_r-games.net_5.png,,,,,,,https://www.pouet.net/prod.php?which=15902,17.02.26,,,,BK-Mania 1997,BK intro,5
3000225,2csi4k,"Владимир Кутяков (KUVO), Кутякова И.С.(KISS)",CAROLINE SOFTWARE,1997,БК0010 (11М),4k,1997,,,,Демонстрационная программа для конкурса БКмания'97 Кутякова И.С.(KISS) CAROLINE SOFTWARE 1997,2csi4k.zip,,,,,,,,,,00087008.png,1396428026_r-games.net_1.png,1396428012_r-games.net_2.png,1396428013_r-games.net_3.png,1396428050_r-games.net_4.png,,,,,,,,https://www.pouet.net/prod.php?which=87008,17.02.26,https://youtu.be/QN-EFQa16QQ,,,BK-Mania 1997,BK demo,n/a
92,ОГНЕННЫЕ БУКВЫ,Севостьянов Олег,СОК CORPORATION,1997,БК0010 (11М),demo,1997.08.11,,,,Севостьянов Олег СОК CORPORATION 1997.08.11,firelett.zip,,,,,,,,,,1396269456_r-games.net_1.png,1396269443_r-games.net_2.png,1396269463_r-games.net_3.png,1396269376_r-games.net_4.png,,,,,,,,,https://r-games.net/92-4k-intro-bk-maniya-97-ognennye-bukvy.html,,,,,,,
93,ПРОВИНЦИЯ,Дмитрий Рябцев,,1997,БК0010 (11М),demo,1997.07.24,,,,"В данном демо демонстрируются способы вывода картинки на экран и способы, которыми оную картинку можно убрать с того экрана. Длина программы: 7762 Время демонстрации: 45 сек. Монитор: черно-белый Демка была доработана в соответствии с условиями конкурса, а именно убраны п/п обращения к ПЗУ 24.07.97",province4k.zip,,,,,,,,,,1396269073_r-games.net_1.png,,,,,,,,,,,,https://r-games.net/93-4k-intro-bk-maniya-97-provinciya.html,,,,,,,
178,СЧАСТЬЕ ЕСТЬ,Левин А.,LA software,1997,БК0011М,demo,1997,,,,Довольно неплохая демка. Довольно неплохая демка. Левин А. LA software 1997,happy_demo.zip,,,,,,,,,,1395735945_r-games.net_1.png,1395735935_r-games.net_2.png,1395735958_r-games.net_3.png,1395735987_r-games.net_4.png,,,,,,,,,https://r-games.net/178-bk-maniya-97-megademo-schaste-est-chast-4.html,,,,,,,
3000226,Adverticement,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,1997,БК0010 (11М),intro,1997,,,,,csi-advert.zip,,,,,,,,,,00015904.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=15904,17.02.26,,,,,,
48333,ANDREY,Mup & Maxi G.C.,,1997,БК0011М,demo,1997,,,,Поздравительная открытка в виде демки Поздравительная открытка в виде демки Mup & Maxi G.C. 1997,andrey.zip,,,,,,,,,,1626929760_1.png,1626929734_2.png,,,,,,,,,,,https://r-games.net/48333-andrey.html,,,,,,,
82,APPRO,,,1997,БК0010 (11М),demo,,,,,Демонстрационная программа для конкурса БКмания'97 Демонстрационная программа для конкурса БКмания'97,appro.zip,,,,,,,,,,1396427466_r-games.net_1.png,1396427496_r-games.net_2.png,1396427481_r-games.net_3.png,1396427522_r-games.net_4.png,,,,,,,,,https://r-games.net/82-4k-intro-bk-maniya-97-appro.html,,,,,,,
83,BLOODY SCREEN,ET corp,,1997,БК0010 (11М),demo,1997,,,,Демонстрационная программа для конкурса БКмания'97 Демонстрационная программа для конкурса БКмания'97 ET corp 1997,blood4k.zip,,,,,,,,,,1396426988_r-games.net_1.png,1396427068_r-games.net_2.png,1396427016_r-games.net_3.png,,,,,,,,,,https://r-games.net/83-4k-intro-bk-maniya-97-bloody-screen.html,,,,,,,
3000224,duckhunt (light gun only),Владимир Кутяков (KUVO),CAROLINE SOFTWARE,1997,БК0010 (11М),game,1997,,,,,duckhunt.zip,,,,,,,,,,00087012.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=87012,17.02.26,,,,,,
48334,MAX29MAY,Mup & Maxi G.C.,,1997,БК0011М,demo,1997,,,,Поздравление с днём рождения оно же intro демо Поздравление с днём рождения оно же intro демо Mup & Maxi G.C. 1997,max29may.zip,,,,,,,,,,1626930247_1.png,,,,,,,,,,,,https://r-games.net/48334-max29may.html,,,,,,,
144,MONSTER-DEMO (БК0011),Alexsoft,,1997,БК0010 (11М),demo,1997,,,Английский,Демонстрация возможностей БК Демонстрация возможностей БК Alexsoft 1997,monster_demo.zip,,,,,,,,,,1395836198_r-games.net_1.png,1395836238_r-games.net_2.png,,,,,,,,,,,https://r-games.net/144-monster-demo-bk0011.html,,,,,,,
86,POILY DEMO,Закиров Ленар,,1997,БК0010 (11М),demo,1997,,,,"Демонстрационная программа, участвовавшая в конкурсе БКмания'97 Демонстрационная программа, участвовавшая в конкурсе БКмания'97 Закиров Ленар 1997",polly_dem.zip,,,,,,,,,,1396425509_r-games.net_1.png,1396425571_r-games.net_2.png,1396425478_r-games.net_3.png,1396425543_r-games.net_4.png,1396425534_r-games.net_5.png,,,,,,,,https://r-games.net/86-4k-intro-bk-maniya-97-poily-demo.html,,,,,,,
